AUBL01000002_136	346563496aac19e0599e577efcc23471	234	Pfam	PF00333	Ribosomal protein S5, N-terminal domain	49	111	6.7E-28	T	07-07-2023	IPR013810	Small ribosomal subunit protein uS5, N-terminal
AUBL01000075_3	995c11086fda6ab67be15937b44274dd	223	Pfam	PF00196	Bacterial regulatory proteins, luxR family	165	213	6.0E-14	T	07-07-2023	IPR000792	Transcription regulator LuxR, C-terminal
AUBL01000075_3	995c11086fda6ab67be15937b44274dd	223	Pfam	PF00072	Response regulator receiver domain	16	127	1.9E-24	T	07-07-2023	IPR001789	Signal transduction response regulator, receiver domain
AUBL01000003_73	15f55db289c5a45cbed66b3bbcb268a5	330	Pfam	PF01408	Oxidoreductase family, NAD-binding Rossmann fold	6	120	6.9E-16	T	07-07-2023	IPR000683	Gfo/Idh/MocA-like oxidoreductase, N-terminal
AUBL01000003_73	15f55db289c5a45cbed66b3bbcb268a5	330	Pfam	PF02894	Oxidoreductase family, C-terminal alpha/beta domain	132	330	1.1E-11	T	07-07-2023	IPR004104	Gfo/Idh/MocA-like oxidoreductase, C-terminal
AUBL01000029_39	478006706cec61d5d6964a0756d58cc9	392	Pfam	PF13412	Winged helix-turn-helix DNA-binding	24	69	5.8E-6	T	07-07-2023	-	-
AUBL01000029_39	478006706cec61d5d6964a0756d58cc9	392	Pfam	PF00480	ROK family	96	384	1.2E-24	T	07-07-2023	IPR000600	ROK family
AUBL01000016_25	4f5afec852cf34952b5ae207839a4082	336	Pfam	PF18376	Mevalonate 5-diphosphate decarboxylase C-terminal domain	185	317	4.5E-15	T	07-07-2023	IPR041431	Mvd1, C-terminal
AUBL01000016_25	4f5afec852cf34952b5ae207839a4082	336	Pfam	PF00288	GHMP kinases N terminal domain	93	150	1.4E-5	T	07-07-2023	IPR006204	GHMP kinase N-terminal domain
AUBL01000001_50	40d2dbe20e355091fbbd87323c403430	296	Pfam	PF01263	Aldose 1-epimerase	45	286	8.4E-35	T	07-07-2023	IPR008183	Aldose 1-/Glucose-6-phosphate 1-epimerase
AUBL01000067_6	92aa87387a73c89b2032ff09b4dfdf62	272	Pfam	PF13683	Integrase core domain	225	247	9.1E-8	T	07-07-2023	IPR001584	Integrase, catalytic core
AUBL01000067_6	92aa87387a73c89b2032ff09b4dfdf62	272	Pfam	PF00665	Integrase core domain	90	150	7.1E-12	T	07-07-2023	IPR001584	Integrase, catalytic core
AUBL01000058_12	d98ea0d7b061f16e4134ae0172790a90	495	Pfam	PF01566	Natural resistance-associated macrophage protein	312	463	7.1E-38	T	07-07-2023	IPR001046	NRAMP family
AUBL01000058_12	d98ea0d7b061f16e4134ae0172790a90	495	Pfam	PF01566	Natural resistance-associated macrophage protein	71	260	1.0E-65	T	07-07-2023	IPR001046	NRAMP family
AUBL01000031_11	164bbf28a1db9b34e84c1063c2a79282	422	Pfam	PF00154	recA bacterial DNA recombination protein	12	273	0.0	T	07-07-2023	IPR013765	DNA recombination and repair protein RecA
AUBL01000013_62	f683de6550e33c24336d92a58b921aa4	479	Pfam	PF13727	CoA-binding domain	75	207	4.6E-7	T	07-07-2023	-	-
AUBL01000013_62	f683de6550e33c24336d92a58b921aa4	479	Pfam	PF02397	Bacterial sugar transferase	285	473	2.6E-66	T	07-07-2023	IPR003362	Bacterial sugar transferase
AUBL01000016_30	0702dbcc60a71ada3d5435f28401a1e5	454	Pfam	PF01970	Tripartite tricarboxylate transporter TctA family	10	432	1.9E-57	T	07-07-2023	IPR002823	Protein of unknown function DUF112, transmembrane
AUBL01000012_65	1c63ec25d4b85dac8dcb43b06561ff5e	520	Pfam	PF07690	Major Facilitator Superfamily	71	462	4.0E-56	T	07-07-2023	IPR011701	Major facilitator superfamily
AUBL01000046_9	569425afa91323ac9d620c6554d479af	196	Pfam	PF13977	BetI-type transcriptional repressor, C-terminal	86	189	1.3E-12	T	07-07-2023	IPR039538	BetI-type transcriptional repressor, C-terminal
AUBL01000046_9	569425afa91323ac9d620c6554d479af	196	Pfam	PF00440	Bacterial regulatory proteins, tetR family	15	58	7.7E-8	T	07-07-2023	IPR001647	DNA-binding HTH domain, TetR-type
AUBL01000050_1	33312e08eadcd7c2a9ddab99ca65c128	460	Pfam	PF11228	Protein of unknown function (DUF3027)	96	287	2.4E-81	T	07-07-2023	IPR021391	Protein of unknown function DUF3027
AUBL01000001_90	889fa5bd9675bc44f8f63af1de5eb6c9	326	Pfam	PF03668	P-loop ATPase protein family	44	326	3.3E-101	T	07-07-2023	IPR005337	RapZ-like family
AUBL01000010_32	3523868a09d36df6b1b19cb14d1c8b69	164	Pfam	PF12724	Flavodoxin domain	6	135	8.4E-18	T	07-07-2023	IPR026816	Flavodoxin domain
AUBL01000001_11	2fb7c866c0ba57ffd49c079353a11db7	237	Pfam	PF03070	TENA/THI-4/PQQC family	32	231	1.1E-26	T	07-07-2023	IPR004305	Thiaminase-2/PQQC
AUBL01000005_14	9443b4821cb30beddc282df146aae36c	388	Pfam	PF07730	Histidine kinase	186	248	1.1E-10	T	07-07-2023	IPR011712	Signal transduction histidine kinase, subgroup 3, dimerisation and phosphoacceptor domain
AUBL01000020_18	2db8aeeb52f189832807a403c32ccbd5	573	Pfam	PF03313	Serine dehydratase alpha chain	297	567	4.6E-93	T	07-07-2023	IPR005130	Serine dehydratase-like, alpha subunit
AUBL01000020_18	2db8aeeb52f189832807a403c32ccbd5	573	Pfam	PF03315	Serine dehydratase beta chain	60	255	3.5E-48	T	07-07-2023	IPR005131	Serine dehydratase beta chain
AUBL01000002_81	d6204880c32d13b27cc0a6602478ad66	32	Pfam	PF08213	Mitochondrial mRNA-processing protein COX24, C-terminal	1	30	3.2E-8	T	07-07-2023	IPR013177	Ribosomal protein mS38, C-terminal
AUBL01000009_2	dadeffad662a7ae425d8c9d8166fdd95	259	Pfam	PF00005	ABC transporter	27	176	6.0E-28	T	07-07-2023	IPR003439	ABC transporter-like, ATP-binding domain
AUBL01000012_19	064c533e9f264c0e342e47ef093bc718	141	Pfam	PF04024	PspC domain	88	140	2.6E-16	T	07-07-2023	IPR007168	Phage shock protein, PspC, N-terminal
AUBL01000012_21	147dfea8e4504946ffe2cdf5d4450cfa	641	Pfam	PF02255	PTS system, Lactose/Cellobiose specific IIA subunit	535	624	2.7E-22	T	07-07-2023	IPR003188	Phosphotransferase system, lactose/cellobiose-type IIA subunit
AUBL01000012_21	147dfea8e4504946ffe2cdf5d4450cfa	641	Pfam	PF02378	Phosphotransferase system, EIIC	30	328	1.4E-19	T	07-07-2023	IPR003352	Phosphotransferase system, EIIC
AUBL01000024_8	51be4c964341e6d916e2718f5796d89d	341	Pfam	PF04055	Radical SAM superfamily	82	236	2.9E-13	T	07-07-2023	IPR007197	Radical SAM
AUBL01000001_73	c3a60c117a5dc1668976298d77ec585c	480	Pfam	PF00575	S1 RNA binding domain	291	363	1.8E-23	T	07-07-2023	IPR003029	S1 domain
AUBL01000001_73	c3a60c117a5dc1668976298d77ec585c	480	Pfam	PF00575	S1 RNA binding domain	206	277	1.2E-24	T	07-07-2023	IPR003029	S1 domain
AUBL01000001_73	c3a60c117a5dc1668976298d77ec585c	480	Pfam	PF00575	S1 RNA binding domain	121	188	2.9E-13	T	07-07-2023	IPR003029	S1 domain
AUBL01000001_73	c3a60c117a5dc1668976298d77ec585c	480	Pfam	PF00575	S1 RNA binding domain	35	105	9.8E-14	T	07-07-2023	IPR003029	S1 domain
AUBL01000016_16	145508717b0dd04731cf994180a65aed	216	Pfam	PF00196	Bacterial regulatory proteins, luxR family	145	193	1.0E-8	T	07-07-2023	IPR000792	Transcription regulator LuxR, C-terminal
AUBL01000016_63	729f398166c92905166c667a78e39ad8	333	Pfam	PF00005	ABC transporter	51	186	7.3E-29	T	07-07-2023	IPR003439	ABC transporter-like, ATP-binding domain
AUBL01000022_40	c45c9133f16593a939b180cfe10bc797	168	Pfam	PF01230	HIT domain	32	122	2.8E-16	T	07-07-2023	IPR011146	HIT-like domain
AUBL01000017_23	bf8c6d487aec78c969c2239e6fb37cdb	590	Pfam	PF13749	Putative ATP-dependent DNA helicase recG C-terminal	327	394	1.8E-8	T	07-07-2023	IPR025831	ATP-dependent DNA helicase RecG, C-terminal domain
AUBL01000017_23	bf8c6d487aec78c969c2239e6fb37cdb	590	Pfam	PF18685	Family of unknown function (DUF5635)	411	494	4.9E-29	T	07-07-2023	IPR040728	Domain of unknown function DUF5635
AUBL01000017_23	bf8c6d487aec78c969c2239e6fb37cdb	590	Pfam	PF04326	Putative DNA-binding domain	33	155	2.8E-9	T	07-07-2023	IPR007421	Schlafen, AlbA_2 domain
AUBL01000019_7	45126b8678e5a9fb8f4c98a946dad832	342	Pfam	PF06574	FAD synthetase	21	176	1.1E-39	T	07-07-2023	IPR015864	FAD synthetase
AUBL01000019_7	45126b8678e5a9fb8f4c98a946dad832	342	Pfam	PF01687	Riboflavin kinase	195	327	3.1E-34	T	07-07-2023	IPR015865	Riboflavin kinase domain, bacterial/eukaryotic
AUBL01000024_27	34a724c067ef3a36830bdb420e22faff	348	Pfam	PF13480	Acetyltransferase (GNAT) domain	161	307	2.7E-17	T	07-07-2023	IPR038740	BioF2-like, acetyltransferase domain
AUBL01000052_13	99a2808afcf2a603e24df6c1e41009dc	105	Pfam	PF02302	PTS system, Lactose/Cellobiose specific IIB subunit	5	94	1.0E-14	T	07-07-2023	IPR003501	Phosphotransferase system, EIIB component, type 2/3
AUBL01000001_52	c43bf40718f58059e29231982b039657	383	Pfam	PF01503	Phosphoribosyl-ATP pyrophosphohydrolase	243	346	4.9E-16	T	07-07-2023	IPR021130	Phosphoribosyl-ATP pyrophosphohydrolase-like
AUBL01000001_52	c43bf40718f58059e29231982b039657	383	Pfam	PF13302	Acetyltransferase (GNAT) domain	21	168	2.7E-19	T	07-07-2023	IPR000182	GNAT domain
AUBL01000010_51	b463d1b5281432a38d83e3d4e229f3f3	274	Pfam	PF06114	IrrE N-terminal-like domain	110	192	7.6E-10	T	07-07-2023	IPR010359	IrrE N-terminal-like domain
AUBL01000003_78	93ef6fee28dbd91e067fd09c436647b9	394	Pfam	PF13641	Glycosyltransferase like family 2	109	342	1.5E-18	T	07-07-2023	-	-
AUBL01000040_8	4db3e5b08ba07280e9a524a540382ebf	1280	Pfam	PF03023	Lipid II flippase MurJ	34	486	1.2E-60	T	07-07-2023	IPR004268	Peptidoglycan biosynthesis protein MurJ
AUBL01000016_59	6bf9814b774bdc9741938b3bad785510	204	Pfam	PF00072	Response regulator receiver domain	7	119	1.1E-23	T	07-07-2023	IPR001789	Signal transduction response regulator, receiver domain
AUBL01000016_59	6bf9814b774bdc9741938b3bad785510	204	Pfam	PF00196	Bacterial regulatory proteins, luxR family	143	198	2.0E-12	T	07-07-2023	IPR000792	Transcription regulator LuxR, C-terminal
AUBL01000011_33	20f1eda7dd0b339235723d2333ab6974	216	Pfam	PF00702	haloacid dehalogenase-like hydrolase	98	190	8.0E-9	T	07-07-2023	-	-
AUBL01000038_15	f435b54d9e2c6fe4cdd95f64433a8c80	394	Pfam	PF01261	Xylose isomerase-like TIM barrel	77	250	1.4E-13	T	07-07-2023	IPR013022	Xylose isomerase-like, TIM barrel domain
AUBL01000057_12	675f46395caa0ff06198ebab2504ba3a	860	Pfam	PF00270	DEAD/DEAH box helicase	163	329	5.5E-44	T	07-07-2023	IPR011545	DEAD/DEAH box helicase domain
AUBL01000057_12	675f46395caa0ff06198ebab2504ba3a	860	Pfam	PF00271	Helicase conserved C-terminal domain	372	473	3.9E-26	T	07-07-2023	IPR001650	Helicase, C-terminal
AUBL01000057_12	675f46395caa0ff06198ebab2504ba3a	860	Pfam	PF03880	DbpA RNA binding domain	643	712	7.2E-21	T	07-07-2023	IPR005580	DEAD box helicase DbpA/CsdA, RNA-binding domain
AUBL01000003_87	70c460a1e9c8f3026fc4743bf7fb01c4	359	Pfam	PF00512	His Kinase A (phospho-acceptor) domain	127	191	1.9E-9	T	07-07-2023	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
AUBL01000003_87	70c460a1e9c8f3026fc4743bf7fb01c4	359	Pfam	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	238	322	2.8E-8	T	07-07-2023	IPR003594	Histidine kinase/HSP90-like ATPase
AUBL01000025_40	86e34c9e9d0364c46a175d86c1b8bf2c	303	Pfam	PF00294	pfkB family carbohydrate kinase	2	292	8.5E-57	T	07-07-2023	IPR011611	Carbohydrate kinase PfkB
AUBL01000031_18	1f003ba0076e37610231d0de7eb104a6	129	Pfam	PF01597	Glycine cleavage H-protein	9	121	4.2E-35	T	07-07-2023	IPR033753	Glycine cleavage system H-protein/Simiate
AUBL01000013_44	4fb0673ec5e6b886197eb608482495dc	264	Pfam	PF00005	ABC transporter	46	192	4.1E-29	T	07-07-2023	IPR003439	ABC transporter-like, ATP-binding domain
AUBL01000064_3	fd2520ed2c0d481b4f707ac2e26a507a	156	Pfam	PF01381	Helix-turn-helix	13	61	5.4E-10	T	07-07-2023	IPR001387	Cro/C1-type helix-turn-helix domain
AUBL01000064_3	fd2520ed2c0d481b4f707ac2e26a507a	156	Pfam	PF01909	Nucleotidyltransferase domain	74	137	5.2E-7	T	07-07-2023	IPR002934	Polymerase, nucleotidyl transferase domain
AUBL01000036_16	882ce3773a220761c6d4ed51cd126ca5	391	Pfam	PF12982	Protein of unknown function (DUF3866)	46	377	5.8E-116	T	07-07-2023	IPR024479	Protein of unknown function DUF3866
AUBL01000062_8	1ec574c9f8af4c04d4972b93e31298bd	127	Pfam	PF00392	Bacterial regulatory proteins, gntR family	12	72	3.8E-14	T	07-07-2023	IPR000524	Transcription regulator HTH, GntR
AUBL01000001_101	38f81e9527cabad412dd56787f43cc9a	307	Pfam	PF01479	S4 domain	58	103	1.4E-11	T	07-07-2023	IPR002942	RNA-binding S4 domain
AUBL01000001_101	38f81e9527cabad412dd56787f43cc9a	307	Pfam	PF00849	RNA pseudouridylate synthase	121	263	5.7E-18	T	07-07-2023	IPR006145	Pseudouridine synthase, RsuA/RluA-like
AUBL01000015_8	6eb5f482448e5adfb46bc116d93d9e53	311	Pfam	PF00398	Ribosomal RNA adenine dimethylase	40	295	1.4E-40	T	07-07-2023	IPR001737	Ribosomal RNA adenine methyltransferase KsgA/Erm
AUBL01000011_25	8a18a90ff26abc5f1c4549999886365c	307	Pfam	PF12146	Serine aminopeptidase, S33	26	291	1.8E-54	T	07-07-2023	IPR022742	Serine aminopeptidase, S33
AUBL01000016_58	4d5d2fd31306bebcf6bf707b016c9d96	387	Pfam	PF07730	Histidine kinase	202	268	8.3E-18	T	07-07-2023	IPR011712	Signal transduction histidine kinase, subgroup 3, dimerisation and phosphoacceptor domain
AUBL01000063_14	339f4414f515a0aa9101a460c0c346cc	302	Pfam	PF03932	CutC family	161	269	2.2E-22	T	07-07-2023	IPR005627	CutC-like
AUBL01000063_14	339f4414f515a0aa9101a460c0c346cc	302	Pfam	PF03932	CutC family	30	73	8.1E-11	T	07-07-2023	IPR005627	CutC-like
AUBL01000063_14	339f4414f515a0aa9101a460c0c346cc	302	Pfam	PF03932	CutC family	99	134	6.6E-6	T	07-07-2023	IPR005627	CutC-like
AUBL01000022_23	421a6ed160493784bf56bddb051fb8b8	282	Pfam	PF12730	ABC-2 family transporter protein	39	209	1.5E-11	T	07-07-2023	-	-
AUBL01000019_5	007e28df5c15c7b9c19c76ba220ed533	403	Pfam	PF09142	tRNA Pseudouridine synthase II, C terminal	331	400	2.8E-8	T	07-07-2023	IPR015225	tRNA pseudouridine synthase II, TruB, subfamily 2, C-terminal
AUBL01000019_5	007e28df5c15c7b9c19c76ba220ed533	403	Pfam	PF16198	tRNA pseudouridylate synthase B C-terminal domain	264	307	2.8E-12	T	07-07-2023	IPR032819	tRNA pseudouridylate synthase B, C-terminal
AUBL01000019_5	007e28df5c15c7b9c19c76ba220ed533	403	Pfam	PF01509	TruB family pseudouridylate synthase (N terminal domain)	96	263	1.8E-40	T	07-07-2023	IPR002501	Pseudouridine synthase II, N-terminal
AUBL01000032_7	bd56410a506c22b876ab80817e7e3ee2	199	Pfam	PF00375	Sodium:dicarboxylate symporter family	2	146	4.7E-40	T	07-07-2023	IPR001991	Sodium:dicarboxylate symporter
AUBL01000002_69	b47ddce68d00d308ac0ff398dba35fa7	228	Pfam	PF17197	Domain of unknown function (DUF5134)	37	211	2.5E-13	T	07-07-2023	IPR033458	Protein of unknown function DUF5134
AUBL01000019_42	4c5beb43d8a2802c29cd94c57a1c8790	200	Pfam	PF05103	DivIVA protein	4	76	4.6E-14	T	07-07-2023	IPR007793	DivIVA family
AUBL01000010_12	cf356af23ae655e19f70d8021be20063	325	Pfam	PF00877	NlpC/P60 family	231	316	4.9E-23	T	07-07-2023	IPR000064	Endopeptidase, NLPC/P60 domain
AUBL01000016_42	46e1f0825a0f2e538a2f8569f820b687	331	Pfam	PF00589	Phage integrase family	168	316	3.8E-39	T	07-07-2023	IPR002104	Integrase, catalytic domain
AUBL01000016_42	46e1f0825a0f2e538a2f8569f820b687	331	Pfam	PF02899	Phage integrase, N-terminal SAM-like domain	13	101	6.1E-15	T	07-07-2023	IPR004107	Integrase, SAM-like, N-terminal
AUBL01000035_3	d1b69feedd8a98493b98f991984f22aa	630	Pfam	PF02384	N-6 DNA Methylase	64	239	4.5E-8	T	07-07-2023	IPR003356	DNA methylase, adenine-specific
AUBL01000016_49	1a72c136917ae4def26a949bd1d23cce	116	Pfam	PF01245	Ribosomal protein L19	3	112	3.6E-51	T	07-07-2023	IPR001857	Large ribosomal subunit protein bL19
AUBL01000002_87	aedfbd8b7d7c2d88ef04db261807d618	79	Pfam	PF00584	SecE/Sec61-gamma subunits of protein translocation complex	26	78	1.9E-15	T	07-07-2023	IPR001901	Protein translocase complex, SecE/Sec61-gamma subunit
AUBL01000004_103	4e3d0eeea173e09e98b5791ac6c049d4	314	Pfam	PF00231	ATP synthase	6	311	2.4E-71	T	07-07-2023	IPR000131	ATP synthase, F1 complex, gamma subunit
AUBL01000009_58	c507aefbbe4ae4a0e619aa3183a9913c	273	Pfam	PF12697	Alpha/beta hydrolase family	12	217	1.2E-14	T	07-07-2023	IPR000073	Alpha/beta hydrolase fold-1
AUBL01000035_6	241337dfa37ca32541a860e3e860d03a	349	Pfam	PF08240	Alcohol dehydrogenase GroES-like domain	36	128	5.4E-21	T	07-07-2023	IPR013154	Alcohol dehydrogenase-like, N-terminal
AUBL01000035_6	241337dfa37ca32541a860e3e860d03a	349	Pfam	PF00107	Zinc-binding dehydrogenase	184	294	9.6E-25	T	07-07-2023	IPR013149	Alcohol dehydrogenase-like, C-terminal
AUBL01000037_3	d57eac8080417d4a115e5be5d8f0bb64	206	Pfam	PF00300	Histidine phosphatase superfamily (branch 1)	4	197	9.0E-51	T	07-07-2023	IPR013078	Histidine phosphatase superfamily, clade-1
AUBL01000028_32	4cb3febcd89c257f35aca43f533f66c8	207	Pfam	PF00163	Ribosomal protein S4/S9 N-terminal domain	8	93	4.0E-19	T	07-07-2023	IPR001912	Small ribosomal subunit protein uS4, N-terminal
AUBL01000028_32	4cb3febcd89c257f35aca43f533f66c8	207	Pfam	PF01479	S4 domain	94	141	1.1E-16	T	07-07-2023	IPR002942	RNA-binding S4 domain
AUBL01000024_4	1177886bca20de8770ec7af96892668a	329	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	89	287	1.0E-14	T	07-07-2023	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
AUBL01000041_19	34d463da7eba26ea57583954f61f6f22	273	Pfam	PF00329	Respiratory-chain NADH dehydrogenase, 30 Kd subunit	132	253	2.7E-36	T	07-07-2023	IPR001268	NADH:ubiquinone oxidoreductase, 30kDa subunit
AUBL01000009_34	38fa54d143775b79b3703021baf82d14	332	Pfam	PF01545	Cation efflux family	47	236	5.2E-35	T	07-07-2023	IPR002524	Cation efflux protein
AUBL01000028_9	99da8181d2d6dcecf438429d29c28f09	689	Pfam	PF17764	3'DNA-binding domain (3'BD)	32	131	7.7E-16	T	07-07-2023	IPR041222	Primosomal protein N', 3' DNA-binding domain
AUBL01000074_7	d45a81e57095599055b9dbfad8df8de3	360	Pfam	PF13749	Putative ATP-dependent DNA helicase recG C-terminal	195	280	5.7E-19	T	07-07-2023	IPR025831	ATP-dependent DNA helicase RecG, C-terminal domain
AUBL01000074_7	d45a81e57095599055b9dbfad8df8de3	360	Pfam	PF12802	MarR family	297	352	1.9E-6	T	07-07-2023	IPR000835	MarR-type HTH domain
AUBL01000004_69	17a21dcf04ce7545655779d92f3f07c0	511	Pfam	PF00005	ABC transporter	295	433	1.6E-26	T	07-07-2023	IPR003439	ABC transporter-like, ATP-binding domain
AUBL01000004_69	17a21dcf04ce7545655779d92f3f07c0	511	Pfam	PF00005	ABC transporter	26	176	1.4E-22	T	07-07-2023	IPR003439	ABC transporter-like, ATP-binding domain
AUBL01000004_7	81978c013d09d52cd64adeb492eae24d	1075	Pfam	PF13401	AAA domain	285	371	7.9E-8	T	07-07-2023	IPR003593	AAA+ ATPase domain
AUBL01000004_7	81978c013d09d52cd64adeb492eae24d	1075	Pfam	PF03704	Bacterial transcriptional activator domain	107	252	8.1E-7	T	07-07-2023	IPR005158	Bacterial transcriptional activator domain
AUBL01000055_9	4f50bad2b2b9543595efc973b5e25844	306	Pfam	PF01259	SAICAR synthetase	21	272	2.8E-95	T	07-07-2023	IPR028923	SAICAR synthetase/ADE2, N-terminal
AUBL01000012_33	587a91a1a7341645f42ea88da0374ced	165	Pfam	PF00293	NUDIX domain	22	140	1.1E-19	T	07-07-2023	IPR000086	NUDIX hydrolase domain
AUBL01000042_7	72eee6eb3402f88170140d08ac304948	298	Pfam	PF00557	Metallopeptidase family M24	60	289	9.7E-53	T	07-07-2023	IPR000994	Peptidase M24
AUBL01000060_10	9ea5b999bc83b98bde66d453cc0a1881	433	Pfam	PF07690	Major Facilitator Superfamily	51	305	1.9E-21	T	07-07-2023	IPR011701	Major facilitator superfamily
AUBL01000016_39	05a9a01a75d9d17e5bad2ccf0af56cbf	279	Pfam	PF00889	Elongation factor TS	75	278	2.3E-60	T	07-07-2023	IPR014039	Translation elongation factor EFTs/EF1B, dimerisation
AUBL01000043_21	2a075abe3dd37c47a15bc8b5adb45661	298	Pfam	PF01048	Phosphorylase superfamily	105	297	2.4E-28	T	07-07-2023	IPR000845	Nucleoside phosphorylase domain
AUBL01000050_2	ce25eb0cca75d10936f4c87f7bf9f184	534	Pfam	PF00171	Aldehyde dehydrogenase family	40	496	0.0	T	07-07-2023	IPR015590	Aldehyde dehydrogenase domain
AUBL01000017_32	ab2666862ccf2cad0d660f0310fd0b84	463	Pfam	PF01554	MatE	326	415	3.6E-7	T	07-07-2023	IPR002528	Multi antimicrobial extrusion protein
AUBL01000017_32	ab2666862ccf2cad0d660f0310fd0b84	463	Pfam	PF01554	MatE	19	178	1.0E-21	T	07-07-2023	IPR002528	Multi antimicrobial extrusion protein
AUBL01000027_13	f5bf9e6c3adc4621f782e1024b4f4e56	360	Pfam	PF00155	Aminotransferase class I and II	28	348	1.9E-52	T	07-07-2023	IPR004839	Aminotransferase, class I/classII
AUBL01000029_19	4f3ddfd5e1c3f8692603aba15dc7e336	282	Pfam	PF12833	Helix-turn-helix domain	190	265	1.2E-16	T	07-07-2023	IPR018060	DNA binding HTH domain, AraC-type
AUBL01000050_20	ff32fc82578abf2774f1e7a90b2afc63	276	Pfam	PF08241	Methyltransferase domain	50	148	7.6E-24	T	07-07-2023	IPR013216	Methyltransferase type 11
AUBL01000009_77	d75601ec828b0031c44390b55065d1a9	384	Pfam	PF02595	Glycerate kinase family	3	365	5.3E-124	T	07-07-2023	IPR004381	Glycerate kinase
AUBL01000020_26	30a8c0f86c13be254a79e7ee3425b865	224	Pfam	PF16316	Domain of unknown function (DUF4956)	12	179	1.6E-57	T	07-07-2023	IPR032531	Protein of unknown function DUF4956
AUBL01000024_28	4d04b86f65ede0f210b1dbe5238f66c6	679	Pfam	PF03129	Anticodon binding domain	573	660	2.9E-14	T	07-07-2023	IPR004154	Anticodon-binding
AUBL01000024_28	4d04b86f65ede0f210b1dbe5238f66c6	679	Pfam	PF07973	Threonyl and Alanyl tRNA synthetase second additional domain	187	232	6.6E-9	T	07-07-2023	IPR012947	Threonyl/alanyl tRNA synthetase, SAD
